level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
3	1	86	1	0	0	158	1008	299	22	-1	
4	1	86	1	1	0	158	1008	299	22	-1	
5	1	86	1	1	1	158	1018	63	12	82.924347	Garneren
5	1	86	1	1	2	227	1015	24	12	96.952538	met
5	1	86	1	1	3	256	1014	16	12	93.266747	de
5	1	86	1	1	4	278	1013	33	12	93.199623	munt
5	1	86	1	1	5	316	1015	15	9	96.928238	en
5	1	86	1	1	6	336	1011	24	12	96.647148	wat
5	1	86	1	1	7	365	1009	47	16	90.561882	poeder
5	1	86	1	1	8	417	1008	40	13	91.013588	suiker
2	1	87	0	0	0	101	1166	118	13	-1	
3	1	87	1	0	0	101	1166	118	13	-1	
4	1	87	1	1	0	101	1166	118	13	-1	
5	1	87	1	1	1	101	1166	57	13	84.932411	kookstudio
5	1	87	1	1	2	163	1168	25	9	84.589638	meet
5	1	87	1	1	3	192	1169	6	6	96.402443	+
5	1	87	1	1	4	203	1167	16	8	91.402603	eat
2	1	88	0	0	0	243	1164	67	14	-1	
3	1	88	1	0	0	243	1164	67	14	-1	
4	1	88	1	1	0	243	1164	67	14	-1	
5	1	88	1	1	1	243	1164	2	13	80.222130	[
5	1	88	1	1	2	250	1169	21	6	64.898499	wim
5	1	88	1	1	3	276	1164	34	14	59.874691	wolfs
5	1	88	1	1	4	309	1154	5	30	55.809944	]
2	1	89	0	0	0	338	1164	86	12	-1	
3	1	89	1	0	0	338	1164	86	12	-1	
4	1	89	1	1	0	338	1164	86	12	-1	
5	1	89	1	1	1	338	1164	68	12	55.435982	fabriekstraat
5	1	89	1	1	2	410	1166	14	10	95.731598	69
2	1	90	0	0	0	452	1165	68	13	-1	
3	1	90	1	0	0	452	1165	68	13	-1	
4	1	90	1	1	0	452	1165	68	13	-1	
5	1	90	1	1	1	452	1165	35	13	59.909897	[5051
5	1	90	1	1	2	494	1165	26	13	83.038605	HN]
2	1	91	0	0	0	548	1164	32	15	-1	
3	1	91	1	0	0	548	1164	32	15	-1	
4	1	91	1	1	0	548	1164	32	15	-1	
5	1	91	1	1	1	548	1164	32	15	75.952957	goirle
2	1	92	0	0	0	608	1163	118	15	-1	
3	1	92	1	0	0	608	1163	118	15	-1	
4	1	92	1	1	0	608	1163	118	15	-1	
5	1	92	1	1	1	608	1163	118	15	43.238159	[1.06
5	1	92	1	1	2	646	1157	15	27	86.399452	22
5	1	92	1	1	3	667	1163	32	15	76.880653	5511
5	1	92	1	1	4	705	1157	25	27	74.931175	38]
